num_samples,voting_threshold,rounds,input_size,hidden_sizes,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,seed,output_size,batch_size,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,63,309,1298,0.6901310955134927,0.6662523726779273,35,15,0,50,0.85,0.7692307692307693,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,64,309,1298,0.6902712399653466,0.6666408911588872,33,17,0,50,0.83,0.746268656716418,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,65,309,1298,0.6905272344066639,0.6658895801688955,32,18,0,50,0.82,0.7352941176470589,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,66,309,1298,0.690672224363343,0.6649468425676097,29,21,0,50,0.79,0.704225352112676,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,67,309,1298,0.69054145396426,0.6674657337327726,32,18,0,50,0.82,0.7352941176470589,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,68,309,1298,0.6904064272084887,0.6675473168049313,34,16,0,50,0.84,0.7575757575757576,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,69,309,1298,0.6904667411731847,0.666767727696634,30,20,0,50,0.8,0.7142857142857143,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,70,309,1298,0.6901597364979308,0.6664225689363255,33,17,0,50,0.83,0.746268656716418,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,71,309,1298,0.689944634191584,0.6675732845447021,32,18,0,50,0.82,0.7352941176470589,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,72,309,1298,0.6906672672556079,0.6665724863820094,32,18,0,50,0.82,0.7352941176470589,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,73,309,1298,0.6903735876289592,0.6648142249664608,36,14,0,50,0.86,0.78125,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,74,309,1298,0.690124940400042,0.6668049356900024,36,14,0,50,0.86,0.78125,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,75,309,1298,0.6905402519362224,0.6675022684928983,33,17,0,50,0.83,0.746268656716418,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,76,309,1298,0.6901932816688877,0.666850707820047,28,22,0,50,0.78,0.6944444444444444,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,77,309,1298,0.6906480778369173,0.6645909282971847,34,16,0,50,0.84,0.7575757575757576,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,78,309,1298,0.6902878977468252,0.6653186383999705,33,17,0,50,0.83,0.746268656716418,1.0
50,0.5,1000,32000,[40],0.2,0.2,1e-06,tanh,tanh,tanh,binarize,0.001,0.3,[10],32000,False,79,309,1298,0.6905305430536288,0.6666655421281142,24,26,0,50,0.74,0.6578947368421053,1.0
