num_samples,n_estimators,rounds,input_size,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,output_size,batch_size,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,34,309,1298,0.5354486447659949,0.7168448083900731,90,75,60,105,0.5909090909090909,0.5833333333333334,0.6363636363636364
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,35,309,1298,0.5354486447659949,0.7168447493044846,80,85,59,106,0.5636363636363636,0.5549738219895288,0.6424242424242425
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,36,309,1298,0.5354486447659949,0.7168447550216613,91,74,68,97,0.5696969696969697,0.5672514619883041,0.5878787878787879
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,37,309,1298,0.5354486447659949,0.7168447352040925,90,75,65,100,0.5757575757575758,0.5714285714285714,0.6060606060606061
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,38,309,1298,0.5354486447659949,0.7168447685431956,95,70,69,96,0.5787878787878787,0.5783132530120482,0.5818181818181818
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,39,309,1298,0.5354486447659949,0.7168447613545611,90,75,63,102,0.5818181818181818,0.576271186440678,0.6181818181818182
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,40,309,1298,0.5354486447659949,0.7168447322081823,84,81,60,105,0.5727272727272728,0.5645161290322581,0.6363636363636364
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,41,309,1298,0.5354486447659949,0.7168447646902021,92,73,65,100,0.5818181818181818,0.5780346820809249,0.6060606060606061
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,42,309,1298,0.5354486447659949,0.7168447759012511,92,73,61,104,0.593939393939394,0.5875706214689266,0.6303030303030303
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,43,309,1298,0.5354486447659949,0.7168447373091662,93,72,61,104,0.5969696969696969,0.5909090909090909,0.6303030303030303
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,44,309,1298,0.5354486447659949,0.7168447415993514,83,82,63,102,0.5606060606060606,0.5543478260869565,0.6181818181818182
